ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
80;PRC;Welfare;Welfare;Psychological First Aid;PH051700000;PH051707000;;Finished;14;individuals
81;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056203000;Brgy JP Laurel;Finished;14;individuals
82;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056212000;Brgy Camcaman;Finished;14;individuals
83;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056207000;Brgy Ogod;Finished;15;individuals
84;PRC;Relief;Food ;Food Item ( Standard);PH175200000;PH175209000;Maningcol;Finished;15;families
85;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056207000;Brgy Ogod;Finished;15;individuals
86;PRC;Relief;Food ;Food Item ( Standard);PH175900000;PH175910000;Cobrador;Finished;18;families
87;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056211000;Brgy. Cawit Proper;Finished;18;families
88;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056211000;Brgy. Cawit Proper;Finished;18;families
89;PRC;Welfare;Welfare;Psychological First Aid;PH051700000;PH051709000;;Finished;18;individuals
90;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056211000;Brgy. Cawit Proper;Finished;18;families
91;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056211000;Brgy. Cawit Proper;Finished;18;families
92;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056211000;Brgy. Cawit Proper;Finished;18;families
93;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056211000;Brgy. Cawit Proper;Finished;18;families
94;GRC;Relief;Shelter;Cash;PH052000000;PH051711000;Camburo;Finished;19;individuals
95;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056212000;Matnog Church;Finished;19;individuals
96;GRC;Relief;Shelter;Cash;PH052000000;PH051711000;Maysuram;Finished;20;individuals
97;GRC;Relief;Shelter;Cash;PH052000000;PH051711000;Guiamlong;Finished;20;individuals
98;GRC;Relief;Shelter;Cash;PH052000000;PH051711000;Hitoma;Finished;20;individuals
99;GRC;Relief;Shelter;Cash;PH052000000;PH051711000;Sabangan;Finished;20;individuals
100;PRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056212000;Brgy. Sta Isabel;Finished;20;individuals
101;PRC;Welfare;Welfare;Psychological First Aid;PH050500000;PH050504000;San Francisco;Finished;20;individuals
102;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056216000;Brgy Buenavista;Finished;20;individuals
103;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056216000;Brgy. Caricaran;Finished;20;individuals
104;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056207000;Brgy Ogod;Finished;20;individuals
105;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056213000;Brgy Dao;Finished;21;families
106;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056213000;Brgy Dao;Finished;21;families
107;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056213000;Brgy Dao;Finished;21;families
108;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056213000;Brgy Dao;Finished;21;families
109;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056213000;Brgy Dao;Finished;21;families
110;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056213000;Brgy Dao;Finished;21;families
111;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056203000;Zone 7;Finished;23;families
112;IFRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056203000;Zone 7;Finished;23;individuals
113;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056203000;Zone 7;Finished;23;families
114;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056203000;Zone 7;Finished;23;families
115;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056203000;Zone 7;Finished;23;families
116;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056203000;Zone 7;Finished;23;families
117;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056211000;Brgy. Pawik;Finished;24;families
118;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056211000;Brgy. Pawik;Finished;24;families
119;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056211000;Brgy. Pawik;Finished;24;families
120;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056211000;Brgy. Pawik;Finished;24;families
121;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056211000;Brgy. Pawik;Finished;24;families
122;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056211000;Brgy. Pawik;Finished;24;families
123;PRC;Relief;Food ;Food Item ( Standard);PH175900000;PH175910000;Lanos;Finished;25;families
124;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;2;Finished;27;families
125;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056203000;Daganas;Finished;27;families
126;IFRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056203000;Daganas;Finished;27;individuals
127;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;2;Finished;27;families
128;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056203000;Daganas;Finished;27;families
129;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056211000;Aguada North;Finished;27;individuals
130;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;2;Finished;27;families
131;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056203000;Daganas;Finished;27;families
132;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;2;Finished;27;families
133;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056203000;Daganas;Finished;27;families
134;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;2;Finished;27;families
135;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056203000;Daganas;Finished;27;families
136;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;2;Finished;27;families
137;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175102000;New Dagupan;Finished;29;families
138;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056211000;Brgy. Aguada Norte;Finished;29;families
139;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056211000;Brgy. Aguada Norte;Finished;29;families
140;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056211000;Brgy. Aguada Norte;Finished;29;families
141;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056211000;Brgy. Aguada Norte;Finished;29;families
142;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056211000;Brgy. Aguada Norte;Finished;29;families
143;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Osmena;Finished;29;families
144;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056211000;Brgy. Aguada Norte;Finished;29;families
145;PRC;Health;Health;Blood Pressure;PH041000000;;;Finished;30;individuals
146;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175102000;Tanyag;Finished;30;families
147;PRC;Welfare;Welfare;Child Friendly Activities;PH050500000;PH050504000;San Francisco;Finished;31;individuals
148;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;Buenavista;Finished;32;families
149;PRC;WASH;WASH;Hygiene Promotion;PH051700000;PH051716000;;Finished;32;individuals
150;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;Buenavista;Finished;32;families
151;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;Buenavista;Finished;32;families
152;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;Buenavista;Finished;32;families
153;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;Buenavista;Finished;32;families
154;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;Buenavista;Finished;32;families
155;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056211000;Brgy. Caditaan;Finished;33;families
156;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056211000;Brgy. Caditaan;Finished;33;families
157;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056211000;Brgy. Caditaan;Finished;33;families
158;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056211000;Brgy. Caditaan;Finished;33;families
159;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056211000;Brgy. Caditaan;Finished;33;families
160;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056211000;Brgy. Caditaan;Finished;33;families
161;PRC;WASH;WASH;Hygiene Promotion;PH174000000;PH174002000;;Finished;34;individuals
162;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH175200000;;;Finished;35;individuals
163;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056211000;Salvacion;Finished;35;families
164;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056211000;Salvacion;Finished;35;families
165;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056211000;Salvacion;Finished;35;families
166;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056211000;Salvacion;Finished;35;families
167;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056211000;Salvacion;Finished;35;families
168;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056211000;Salvacion;Finished;35;families
169;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054107000;San Ramon;Finished;36;individuals
170;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054107000;San Ramon;Finished;36;individuals
171;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;5;Finished;36;families
172;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054107000;San Ramon;Finished;36;individuals
173;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;5;Finished;36;families
174;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;5;Finished;36;families
175;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;5;Finished;36;families
176;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;5;Finished;36;families
177;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;5;Finished;36;families
178;PRC;Relief;Food ;Food Item ( Standard);PH052000000;PH052009000;JMA Tucao;Finished;38;families
179;PRC;WASH;WASH;Hygiene Promotion;PH051700000;PH051716000;;Finished;38;individuals
180;PRC;Relief;Food ;Food Item ( Standard);PH175200000;PH175209000;Marfrancisco;Finished;40;families
181;PRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056214000;BrgyTupaz;Finished;40;individuals
182;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054107000;Penafrancia;Finished;41;individuals
183;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054107000;Penafrancia;Finished;41;individuals
184;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;Quezon;Finished;41;individuals
185;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056211000;Brgy. Cawit Ext.;Finished;41;families
186;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054107000;Quezon;Finished;41;individuals
187;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056211000;Brgy. Cawit Ext.;Finished;41;families
188;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056211000;Brgy. Cawit Ext.;Finished;41;families
189;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056211000;Brgy. Cawit Ext.;Finished;41;families
190;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056211000;Brgy. Cawit Ext.;Finished;41;families
191;IFRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Quezon;Finished;41;families
192;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Quezon;Finished;41;individuals
193;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056211000;Brgy. Cawit Ext.;Finished;41;families
194;PRC;Health;Health;Blood Pressure;PH166700000;;;Finished;42;individuals
195;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;Buyo;Finished;42;individuals
196;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;Nazareno;Finished;42;individuals
197;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054120000;Nazareno;Finished;42;individuals
198;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054107000;Buyo;Finished;42;individuals
199;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054107000;Nazareno;Finished;42;individuals
200;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH054100000;PH054107000;Buyo;Finished;42;individuals
201;PRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH054100000;PH054107000;Buyo;Finished;42;individuals
202;PRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH054100000;PH054107000;Buyo;Finished;42;individuals
203;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Buyo;Finished;42;individuals
204;IFRC;Relief;Shelter;Tarpaulin;PH054100000;PH054120000;Nazareno;Finished;42;families
205;PRC;Relief;Food ;Food Item ( Standard);PH052000000;PH052009000;Siay;Finished;43;families
206;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;Marigodon;Finished;43;families
207;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;Marigodon;Finished;43;families
208;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;Marigodon;Finished;43;families
209;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;Marigodon;Finished;43;families
210;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;Marigodon;Finished;43;families
211;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;Marigodon;Finished;43;families
212;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;Banawan;Finished;44;families
213;PRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056212000;Brgy Sta Isabel;Finished;44;individuals
214;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;Banawan;Finished;44;families
215;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;Banawan;Finished;44;families
216;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;Banawan;Finished;44;families
217;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;Banawan;Finished;44;families
218;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;Banawan;Finished;44;families
219;PRC;Relief;Food ;Food Item ( Standard);PH175200000;PH175209000;Maliangcog;Finished;45;families
220;PRC;Welfare;Welfare;Child Friendly Activities;PH051700000;PH051709000;;Finished;46;individuals
221;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054107000;Quezon;Finished;47;individuals
222;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054107000;Quezon;Finished;47;individuals
223;PRC;Welfare;Welfare;Psychological First Aid;PH051700000;PH051707000;;Finished;47;individuals
224;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH051700000;PH051724000;;Finished;48;individuals
225;PRC;WASH;WASH;Hygiene Promotion;PH051700000;PH051723000;Bustrac;Finished;50;individuals
226;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056212000;Matnog Church;Finished;51;individuals
227;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;Caratagan;Finished;51;families
228;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;Caratagan;Finished;51;families
229;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056212000;Matnog Church;Finished;51;individuals
230;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;Caratagan;Finished;51;families
231;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;Caratagan;Finished;51;families
232;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;Caratagan;Finished;51;families
233;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;Caratagan;Finished;51;families
234;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056212000;Brgy Camcaman;Finished;55;individuals
235;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH137500000;PH137504000;;Finished;56;individuals
236;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;Malidong;Finished;56;families
237;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;Malidong;Finished;56;families
238;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;Malidong;Finished;56;families
239;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;Malidong;Finished;56;families
240;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;Malidong;Finished;56;families
241;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;Malidong;Finished;56;families
242;PRC;Relief;Food ;Food Item ( Standard);PH175900000;PH175910000;Alad;Finished;57;families
243;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;Penafrancia;For verification;61;individuals
244;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054120000;Pinamasingan;Finished;61;individuals
245;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054120000;Penafrancia;Finished;61;individuals
246;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054107000;Penafrancia;Finished;61;individuals
247;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054120000;Penafrancia;Finished;61;individuals
248;IFRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Penafrancia;Finished;61;families
249;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054120000;Penafrancia;Finished;61;individuals
250;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056212000;Matnog Church;Finished;62;individuals
251;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056212000;Matnog Church;Finished;62;individuals
252;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054107000;Poblacion 2;Finished;64;individuals
253;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054107000;Poblacion 2;Finished;64;individuals
254;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054107000;Poblacion 2;Finished;64;individuals
255;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH051700000;PH051724000;;Finished;65;individuals
256;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;San Ramon;Finished;69;individuals
257;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054107000;San Ramon;Finished;69;individuals
